"id","referer","url","name","area","zip_code","address","phone_number","business_hours","introduction","height"
"11","https://shrine.mobi/area/shikoku/ehime/4","https://shrine.mobi/area/shikoku/ehime/906/","三島神社（今治市）","愛媛県","794-0823","愛媛県今治市郷本町3","0898-31-1369","-","奈良朝以前、越智国造が、神籬を立てて大山積命を崇祀したことに始まる。そして、元明天皇の和銅5年（712年）8月23日に、国司である小千宿祢玉興が大三島より雷神、高龗神の二神を勧請し、社殿を建営、立花郷の氏神として崇祀した。その後、神亀5年（728年）9月23日に、国中一の宮の列に加えられた。元弘3年（1333年）、国司河野通綱より水田若干を寄進した。後に、郷村鎮座宇迦魂神を合祀した。
","9"
"12","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/490/","水天宮","愛媛県","791-0203","愛媛県東温市横河原521-6","089-964-9782","-","慶長7年（1602年）1月5日、松前城、藩主加藤嘉明公が、松山城を築くに当り、足立重信公を普請奉行に任じて伊予川、石手川の付替工事に着手し、其の起工式を当宮社地において行うため、九州久留米より（水難を除き大改修成就を祈願した）水天宮を奉斎して祭祀したことに始まる。その後、大改修の伊予川を重信川（足立重信を称えて重信川と名付けた）と改称して毎年の水害を免れ得ると同時に八千町歩の水田に灌漑して毎年二十万石の良米を産出するようになり、近郷近在の人々の歓びは譬様なく社殿を造営し奉祀したという。
","135"
"13","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/908/","三島神社（松山市）","愛媛県","791-8011","愛媛県松山市吉藤1-2-25","089-924-0618","-","聖武天皇神亀元年（724年）に、宇摩郡司である越智の一族を伊予国の各郷に分治した時に、創始したとされる。以後、越智氏累代の崇敬篤く吉原熊野神社を合祀し、吉原郷の鎮護としたという。
","59"
"14","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/907/","三島神社（伊予市）","愛媛県","799-3207","愛媛県伊予市双海町高岸甲1320","089-986-0633","-","神亀元年（724年）に、越智郡大三島に鎮座する大山祗神社より大山積命の御分霊を勧請し、伊予14郡各郡の一宮の一つに列せられた、由並郷8ヶ村の大氏神となる。明治5年には、郷社に列格する。
","60"
"15","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/258/","加茂神社 (今治市)","愛媛県","799-2303","愛媛県今治市菊間町浜1991","0898-54-3132","-","具体的な創建時期などは不明と成るが、元々、当氏子区域は寛治4年に京都賀茂別雷神社の社領となり、同7年同社の競馬料に指定されているので、社領鎮護のため奉斎のものと考えられている。別当寺は神社と併立していたが、戦国末期に焼失、その後転々としているが往古は、野間、越智、風早三郡に多くの末寺を有していた。江戸時代松山藩の特別崇敬社となり、祈雨、祈晴、徐蝗祈願、年越社日等には幣帛が供進され、臨時祭には代官が参向した。延宝5年祈雨の奉賽として野間郡中より神殿の寄進があった。
","37"
"16","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/431/","伊加奈志神社","愛媛県","794-0861","愛媛県今治市五十嵐山ノ上甲634","0898-55-3237","-","延喜式神明帳所載によれば、伊予国二十四座越智郡七社の内の一社となっている。しかし、安政5年正月19日に、炎上のため古記録宝物等がことごとく焼失してしまった。
","67"
"17","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/726/","松山神社","愛媛県","790-0835","愛媛県松山市祝谷東町640","089-931-4285","-","元和4年（1618年）に、松山藩主加藤嘉明が、湯月八幡宮（伊佐爾波神社）の境内に社を建て、徳川家康を祀ったことに始まるとされる。その後、明和2年（1765年）に、松山藩主、松平定静は、湯月八幡宮の社を、天台宗常信寺（現在地）に遷座し、明和4年（1767年）に、東照宮の造営を命じられたとする。
","91"
"18","https://shrine.mobi/area/shikoku/ehime/3","https://shrine.mobi/area/shikoku/ehime/424/","金刀比羅神社","愛媛県","791-8041","愛媛県松山市北吉田町512","089-972-1989","-","天正3年（1575年）に創建されたとする。のち加藤嘉明公が御殿造営し、松山藩の西方鎮守として代々の尊崇厚く、献米、若君代参が続いたという。
","20"
"19","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/381/","愛媛縣護國神社","愛媛県","790-0824","愛媛県松山市御幸町1丁目476","089-925-2353","-","明治32年（1899年）、現在の松山東警察署の場所に私祭招魂社として創建された。大正2年（1913年）、愛媛県立農業学校の建設のため、多賀神社に遷され、昭和14年（1939年）4月、内務大臣指定の愛媛縣護國神社となり、同年10月9日に現在地に遷座した。
","39"
"20","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/523/","住吉神社（松山市）","愛媛県","791-8044","愛媛県松山市西垣生町1369","089-973-1682","-","神功皇后三韓征討（「日本書紀」に記述が残る。三世紀に神功天皇が行ったとされる新羅出兵をさす）の途次、住吉大明神のお告げにより南海にて白真珠を得て勝軍の告端あり、凱旋のとき九本の藤の木を海中に流し藤の木は伊予の九箇所の浦に漂着した。その地に社殿を建立し、奉斎したという九社のうち当社はその一社と伝承されている。
","3"
"21","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/185/","別宮大山祇神社","愛媛県","794-0026","愛媛県今治市別宮町3-6-1","0898-22-5304","-","和銅5年（712年）伊予の国守である越智玉興（おちたまおき）の弟となる越智玉澄（おちたまずみ）が、第42代文武天皇の勅命によって、大三島・大山祇神社の大山積大神の御分霊を越智郡日吉郷に勧請し、大山祇神社の別宮（地御前）として、創建したことに始まる。
","4"
"22","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/93/","伊曽乃神社","愛媛県","793-0054","愛媛県西条市中野甲1649","0897-55-2142","-","第12代景行天皇の皇子の武國凝別命（たけくにこりわけのみこと）は、国土開発の大任をおび伊予の地に封ぜられ、皇祖天照皇大御神を奉斎し人々を愛撫し皇威を弘められた。命の御子孫は伊予三村別（みむらわけ）氏としてこの地方にひろがり栄え、天照皇大神に始祖武國凝別命をあわせ祀った。これが当社の創祀であるといわれている。
","38"
"23","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/76/","出雲大社松山分祠","愛媛県","790-0811","愛媛県松山市本町3-5-5","089-921-3229","-","明治9年（1876年）に、出雲大社より御分霊を勧請したことに始まる。出雲大社の真南に位置する。日本三大平山城の一つ「松山城」の西麓の幹線道路に面した境内に社殿を構え、「松山の出雲さん」と呼ばれて親しまれている。御祭神の大国主大神は七福神の大黒天と習合されることから、伊予七福神まいりの大黒天とされている。
","23"
"24","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/696/","綱敷天満神社 (今治市)","愛媛県","799-1522","愛媛県今治市桜井6丁目2-1","0898-48-0038","-","菅原道真が大宰府へ左遷される途中、壬生川沖で嵐に遭ったが、広川修善と里人に助けられて志島東端に漂着した。急なことで敷物が無く、漁網を敷いて敷物の代わりとしたことから「綱敷」の社名が付いたとされる。鮮魚を里人に献上されるなどの厚意に感じた道真は梶柄に自像を刻み「私は菅原道真である。もし私が無事帰洛できたなら、この像を証拠として都を訪ねなさい。私が配地で没したと耳にしたなら、この像を素波神（そばがみ）と称し祀るように」と述べた。道真は大宰府にて没し、素波神は当地南端の祠に祀られることとなった。
","2"
"25","https://shrine.mobi/area/shikoku/ehime/2","https://shrine.mobi/area/shikoku/ehime/904/","三島神社（伊予市）","愛媛県","799-3202","愛媛県伊予市双海町上灘宮之下126","089-986-0175","-","
","55"
"26","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/391/","沖縄県護国神社","沖縄県","900-0026","沖縄県那覇市奥武山町44","098-857-2798","-","昭和11年（1936年）に、日清・日露戦争以降の国難に殉じた英霊を祀るために創建された招魂社に始まる。昭和15年（1940年）7月1日の内務省令により内務大臣指定護国神社となり、現在の沖縄県護国神社に改称した。
","13"
"27","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/30/","安里八幡宮","沖縄県","902-0067","沖縄県那覇市安里124","098-863-8716","-","正年中、第六代・国王尚徳王の時代。鬼界島の討伐を行なっていたが、その島は小島ながら堅固に守って従わなかった。村の老人が「王自身が征討せられよ」と進言し、王は弓矢八幡に誓って鳥を射たところ、みごとに射止め、勇んで出帆した。その後本意を遂げて帰国し、かの鳥を射止めた場所に霊社を建て、八幡大神宮と号して祭ったと伝えられている。琉球八社の一つである。
","27"
"28","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/493/","末吉宮","沖縄県","903-0801","沖縄県那覇市首里末吉町1-8","098-951-3239","-","首里の天界寺の住持、鶴翁和尚が、大和での修行中に、熊野権現を崇敬するようになる。帰国後、その信仰は許されなかったが、ある夜、ご神託が下り、夢の中で、熊野権現が現れ、首里より北方に大声で叫び、呼応した場所に霊験があるとさた。すると、同じくして、第6代琉球国王、尚泰久（しょうたいきゅう：1415年～1460年）にも同様のお告げが下り、その地に、熊野権現を勧請して創建したことに始まるとされる。
","90"
"29","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/288/","金武宮","沖縄県","904-1201","沖縄県国頭郡金武町金武222","098-968-2411","-","創始は詳らかでないが、『沖縄の神社』によれば社殿は創建以来設けられていなかった。「金峰山補陀落院観音寺縁起」には渡来した日秀上人が琉球王国内を行脚し、この地にあった洞窟を霊跡として宮を建て、自身が彫った三尊を権現正体として崇め奉ったとしている。当社は「官社の制」により琉球八社の一つとされた。
","61"
"30","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/191/","沖宮","沖縄県","900-0026","沖縄県那覇市奥武山町４４","098-857-3293","-","創建の年代は不明。 「琉球国由来記（1713年）には、「大昔、那覇港の海中から光が絶えず射していたので、調べてみると霊木であった。これを熊野権現の霊木とし、社寺を建てこの木を祀った」とある。最初は那覇埠頭の地（現・那覇市西3丁目）にあったが、明治41年（1908年）、那覇港埠頭築港に伴い那覇市安里の安里八幡宮の隣地に遷座し、寺は那覇市住吉町に移転した。その時の社殿は琉球における神社建築の典型例として、昭和13年（1938年）国宝に指定されたが、沖縄戦で焼失した。戦後、比嘉真忠に「沖宮を復興せよ」と神託があり、沖宮霊木の根元は奥武山の天燈山と神示があった。昭和36年（1961年）に通堂町へ仮遷座し、同50年、現位置である奥武山公園内へ遷座された。琉球八社の一つである。
","9"
"31","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/460/","識名宮","沖縄県","902-0071","沖縄県那覇市繁多川4-1-43","098-853-7225","-","ある夜、識名村に夜な夜な、光り輝くことがあり、「大あむしられ」が調査したところ、洞内に賓頭蘆が一体安置されていたという。その後、尚元王の長子である尚康伯の病気が回復していったことから、当社が創建されたという言い伝えがある。琉球八社の一つである。
","68"
"32","https://shrine.mobi/area/kyushu/okinawa/","https://shrine.mobi/area/kyushu/okinawa/330/","波上宮","沖縄県","900-0031","沖縄県那覇市若狭1-25-11","098-868-3697","-","創建の年代は不詳であるが、遥か昔の人々は洋々たる海の彼方、海神の国（ニライカナイ）の神々に日々風雨順和にして 豊漁と豊穣に恵まれた平穏な生活を祈った。その霊応の地、祈りの聖地の一つがこの波の上の崖端であり、ここを聖地、拝所として日々の祈りを捧げたのに始まる。琉球八社の一つである。","11"
"33","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/5720/","八倉比売神社","徳島県","779-3126","徳島県徳島市国府町矢野５３１","-","-","-","112"
"34","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/156/","大麻比古神社","徳島県","779-0230","徳島県鳴門市大麻町板東字広塚13","088-689-1212","-","社伝によれば、神武天皇の御代、天太玉命の御孫の天富命が阿波忌部氏の祖を率いて阿波国に移り住み、麻・楮の種を播殖してこの地を開拓、麻布木綿を生産して殖産興業と国利民福の基礎を築いたことにより祖神の天太玉命（大麻比古神）を阿波国の守護神として祀ったのが当社の始まりだと言う。","27"
"35","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/409/","金刀比羅神社 (徳島市)","徳島県","770-0927","徳島県徳島市勢見町1丁目1","088-625-3981","-","元和2年（1616年）に蜂須賀家政が阿波国に入国後、徳島城府の鎮府として勝占町から移された。近隣にある勢見山は、源義経が屋島へ向かうために勝浦に上陸し、軍勢を見たことに由来しており、本来は勝占神社の鎮座する鉢伏山のことだが遷座と供に山名も移ってきた。大鳥居は寛政3年（1791年）に築かれ、大鳥居のしめ縄は徳島県下一である。
","13"
"36","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/226/","春日神社 (徳島市)","徳島県","770-0908","徳島県徳島市眉山町大滝山1","088-622-5733","-","天正14年（1586年）藩主蜂須賀家政公が、徳島城築城とともに城下の鎮守として、名東郡田宮村（一説には名西郡入田村）より現地に奉遷したと伝える。社頭掲示板では、慶長年間（1596年～）に名西郡入田村より神霊を奉遷したとある。
","10"
"37","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/5718/","一宮神社（徳島市一宮町）","徳島県","779-3132","徳島県徳島市一宮町西丁237","088-644-0540","-","-","26"
"38","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/117/","忌部神社","徳島県","770-0928","徳島県徳島市二軒屋町2丁目48","088-652-8892","-","当社の創建は、明治25年。『延喜式神名帳』に載せる「阿波国麻殖郡 忌部神社」は名神大社にも列していたが、中世以降、兵火などにより所在が不明となり、近世以降、複数の神社が式内・忌部神社を主張していたため、明治4年（1871年）に暫時「所在地不明」のまま国幣中社に列格し、翌5年に麻植郡山崎村（現 吉野川市山川町）の村社忌部神社を式内忌部神社に決定した。これに対して美馬郡西端山（現 つるぎ町貞光）の五所神社（現 当社境外摂社御所神社）が式内忌部神社を主張し、翌々7年（1874年）に改めて山川町の忌部神社を比定するという太政官布告が出されたものの、その後も論争が続いたため、同14年（1881年）に五所神社を式内忌部神社に変更したが、今度は山崎側が大いに反発し、結局太政官による妥協策として名東郡富田浦町（現 徳島市）に新たな社地を定めるという通達を出し、同18年（1885年）に眉山中腹の現在地を選定、そこに鎮座する郷社金刀比羅神社に仮遷座して五所神社を境外摂社とし、社殿竣工により同25年（1892年）5月15日に現在地に遷座した。
","45"
"39","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/694/","徳島眉山天神社","徳島県","770-0908","徳島県徳島市眉山町天神山1","088-622-9962","-","潮音寺の鎮守として、瑞巌寺の一顎和尚が、甲斐国（現山梨県）の恵林寺から携えてきた渡唐天神木像をまつったのが起源とされる。文化6年（1809年）に現在の社地に一社を創建。徳島藩主である蜂須賀家を代々保護した。
","9"
"40","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/379/","徳島縣護國神社","徳島県","770-8021","徳島県徳島市雑賀町東開21-1","088-669-3090","-","1879年（明治12年）9月、眉山公園に招魂社として創建された。1906年（明治39年）4月、徳島中央公園の徳島城跡に遷座。1939年（昭和14年）4月、徳島縣護國神社と改称する。
","3"
"41","https://shrine.mobi/area/shikoku/tokushima/","https://shrine.mobi/area/shikoku/tokushima/545/","諏訪神社 (徳島市)","徳島県","770-0033","徳島県徳島市南佐古三番町字諏訪山21番","088-654-6732","-","天正13年（1585年）に徳島藩主蜂須賀家政が豊臣秀吉の命により渭津城（徳島城）を築城した際に、城の鬼門守護の神として創祀されたといい、城山の北東麓にあった諏訪明神社を現在地に移したともいわれている。
","19"
"42","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/905/","三島神社（大洲市）","愛媛県","795-0089","愛媛県大洲市蔵川甲2282","0893-27-0637","-","河内五社大明神の神主二十二代二宮次郎太夫が、三島明神・一宮大明神・牛頭天王を勧請し、氏神と定めたことに始まる。
","184"
"43","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/725/","西條神社","愛媛県","793-0030","愛媛県西条市大町1159","0897-56-8802","-","かつて西条市西田二並山に祀られていた東照宮を合祀して、明治5年（1872年）に、現在地に創建されたという。当初は、西条東照宮としていたが、明治16年（1883年）に現在の社名へと改称した。
","8"
"44","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/897/","三嶋神社（愛媛県西条市）","愛媛県","799-1101","愛媛県西条市小松町新屋敷甲2234","0898-72-2823","-","元明天皇の和銅5年（712年）8月23日に、勅詔によって国司河野伊予守越智宿禰玉興、玉澄が井出郷の総鎮守として大山祇神社よりご分霊を勧請したことに始まる。
","25"
"45","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/186/","大山積神社","愛媛県","790-0852","愛媛県松山市石手2-10-6","089-947-7447","-","弘安年中（1278年～1287年）に、河野通有が敵国降伏のため大三島に祈願し、大山積神社末社十六社の内一座、並にご神体を別ち、同2年（1279年）に石手村に社殿を建立したことに始まるという。
","55"
"46","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/909/","三島神社（八幡浜市）","愛媛県","796-0202","愛媛県八幡浜市保内町宮内5-1","0894-36-1815","-","宝亀5年（774年）に、宇和郡司によって、大三島の大山砥神杜の御分霊を勧請したことに始まるとされる。
","6"
"47","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/968/","山内神社（松山市）","愛媛県","790-0062","愛媛県松山市南江戸5-1506","-","-","享保18年（1733年）12月5日、松山藩に飢饉が続き、お家騒動が起こった際、忠臣の山内与右衛門久元が忠臣を尽くしたが、逆臣の奸計にあい、冤死を遂げる。しかし、その後、冤罪ははれ、寛保年間に、再度にわたって奇端を表わし主家の危難を救ったとされ、文化11年（1814年）に神社となったとされる。ただ、昭和20年には、戦災により社殿を一度焼失している。
","31"
"48","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/423/","金刀比羅神社","愛媛県","795-0071","愛媛県大洲市新谷乙1778","0893-25-2468","-","古代において、当社に鎮座する象の岩（自然岩）で祭祀が行われていたという。その後、文録大洲城主である藤堂高虎公にて、社殿が建立された。そして、新谷藩加藤公の祈願所として崇敬の念篤く、金刀比羅大権現宮として各地方より大勢な参拝者があった。その後、天明8年（1788年）に、別宮四郎兵衛により、算額遺題一面が奉掲され、現在では県の指定を受け、本県に於いて最古のものとなっている。そして、明治2年（1869年）に、建速神社と改称し、明治5年（1872年）に、村社新宮社を新谷和田より遷座合祀し、一度、山口神社に改称した。しかし、平成16年に金刀比羅神社と再び改称し現在に至る。
","76"
"49","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/896/","三嶋神社（愛媛県伊予郡）","愛媛県","791-2114","愛媛県伊予郡砥部町麻生32","089-956-3174","-","和銅5年（712年）8月23日、越智郡の大山祇神社よりご分霊を勧請したことに始まる。
","38"
"50","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/71/","石鎚神社","愛媛県","793-0062","愛媛県西条市西田甲797番地","0897-55-4044","-","常住社（今の成就社）創立後、上仙大師、光定大師等の高僧が、四国八十八ヶ所第六十番札所の横峰寺、同じく第六十四番札所の前神寺を創立、石鎚神社の別当寺となって、幕末、明治維新を迎えた。同時に明治天皇の大命により、神仏混淆が禁止され、別当寺が廃止、純粋な神社と定められたが、現在も永く信仰をものがたるかのように、神仏混淆が色濃く残っている。かつて弘法大師も石鎚山で修行したと伝えられ、桓武天皇、文徳天皇、武将としては源頼朝、河野家一族、豊臣家一族の厚い信仰があり、慶長十五年豊臣秀頼公により、中之宮成就社が御造営されたが、明治二22年の火災により消失した。また、寛文年間よりは、西条藩主、小松藩主の信仰が特に厚く、神殿の修理、神器、神宝の奉納が数々あった。明治初年、明治天皇の大命により神仏混淆が禁止された当時、石鎚神社は県社の社格に列せられ、その後、大東亜戦争の終了と共に、全国の神社は神社本庁に包括される宗教法人となり、石鎚神社は従来の官国弊社と同格の別表神社という待遇を受けた。
","66"
"51","https://shrine.mobi/area/shikoku/ehime/","https://shrine.mobi/area/shikoku/ehime/184/","大山祇神社","愛媛県","794-1304","愛媛県今治市大三島町宮浦3327番地","0897-82-0032","-","この地に鎮座した由来として、大山祇神の子孫の乎千命（おちのみこと）がこの地に築いたとする説、伊豆国の三嶋大社（現、静岡県三島市）から分霊を招いたとする説、朝鮮半島から渡来した神であるとする説など諸説があるが、摂津国の三島江（現、大阪府高槻市）からこの地に移されたとするのが一般的である。平安時代には朝廷から「日本総鎮守」の号を下賜されている。","10"
"52","https://shrine.mobi/area/shikoku/kochi/","https://shrine.mobi/area/shikoku/kochi/321/","熊野神社 (馬路村)","高知県","781-6200","高知県安芸郡馬路村大字八川","-","-","当社は文治二年（1186年）、平重盛公の家臣大野源太左衛門尉盛高が、弟の五左衛門、船頭の屋島左衛門と共に、紀州熊野十二社権現（今の新宮市熊野速玉大社）を勧請したものである。
","282"
"53","https://shrine.mobi/area/shikoku/kochi/","https://shrine.mobi/area/shikoku/kochi/967/","山内神社","高知県","780-8074","高知県高知市鷹匠町2-4-65","088-872-3333","-","文化3年（1806年）、土佐藩10代藩主豊策により、初代藩主の一豊とその夫人の見性院（千代）、2代藩主忠義を祀るために高知城内に造営された藤並神社に始まる。明治4年（1871年）、土佐藩最後（16代）の藩主で、初代知藩事となった豊範が、藤並神社の御旅所であった現在地に山内神社を創建し、3代忠豊から14代豊惇までの霊を祀った。昭和7年（1932年）15代豊信公、16代豊範公を祀る神社を新たに建立。その後戦火によって焼失した社殿を再建し、藤並神社と合併し、現在に至る。
","5"
"54","https://shrine.mobi/area/shikoku/kochi/","https://shrine.mobi/area/shikoku/kochi/991/","佐川龍馬神社/龍馬神社","高知県","789-1235","高知県高岡郡佐川町川ノ内組118周辺（龍馬公園内）","-","-","平成9年、地元の有志が、「佐川龍馬海援隊」を結成。翌年に、当社を創建することに始まる。当地は、文久二年（1861年）に、脱藩の覚悟をきめた土佐藩から国抜けで、愛媛県の長浜町までを目指したその途上と言われ、所縁の地としている。
","267"
"55","https://shrine.mobi/area/shikoku/kochi/","https://shrine.mobi/area/shikoku/kochi/382/","高知縣護國神社","高知県","781-8126","高知県高知市吸江213","088-882-2760","-","明治元年（1868年）、土佐藩主山内豊範が東征の陣歿藩士105柱を招魂し、その御霊を鎮祭するため、現在の五台山大島岬に大島岬の地に社域を定め、翌年の明治2年に建社の土地に因んで大島岬神社と称して社殿竣工とともに神霊を鎮座地に奉還したことに始まる。 明治8年5月31日に招魂社と改称、昭和14年（1939年）に高知県護国神社に改称して特定護国神社となった。
","12"
"56","https://shrine.mobi/area/shikoku/kochi/","https://shrine.mobi/area/shikoku/kochi/785/","白山神社 (土佐清水市)","高知県","787-0315","高知県土佐清水市足摺岬1351-3","0880-88-0324","-","白山権現と称し、加賀国の白山比咩神社を勧進し白山洞門の頂上に祀られていた。金剛福寺の守護神の一つで、土佐藩主山内氏が崇敬し、藩主が社殿の修復に関わったとの記述が金剛福寺の棟札に伝わっている。大正5年（1916年）に白皇山上にあった白皇権現（後述）と合祀され現在地に遷座した。以後、足摺岬集落の氏神となっている。
","67"
